idx,phase,study_id,operator_id,input_device_model,block,repetition,pair_id,filter,delay_s,convoy,terrain,path,speed_mps,bumpiness,seed,run_dir,command
25,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,mpsf,0.0,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10450 --ctrl-port 10451 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0025_mpsf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
26,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,mpsf,0.0,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10452 --ctrl-port 10453 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0026_mpsf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
27,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed912,dob_cbf,0.0,stalled,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10454 --ctrl-port 10455 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0027_dob_cbf_stalled_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
28,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,none,0.0,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10456 --ctrl-port 10457 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0028_none_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
29,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,none,0.0,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10458 --ctrl-port 10459 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0029_none_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
30,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,mpsf,0.0,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10460 --ctrl-port 10461 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0030_mpsf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
31,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,dob_cbf,0.0,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10462 --ctrl-port 10463 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0031_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
32,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_oncoming_5g_nhits_geforce_clay_straight_v5_b0_seed912,dob_cbf,0.0,oncoming,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10464 --ctrl-port 10465 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy oncoming --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0032_dob_cbf_oncoming_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
33,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,mpsf,0.0,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10466 --ctrl-port 10467 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0033_mpsf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor mpsf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
34,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed912,dob_cbf,0.0,cut_in,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10468 --ctrl-port 10469 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0034_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
35,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,3,2,b03_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed912,none,0.0,lead_brake,clay,straight,5.0,0,912,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 912 --sim-seed 912 --sim-port 10470 --ctrl-port 10471 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 120.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0035_none_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r2/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
36,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_seed913,dob_cbf,0.0,lead_brake,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 913 --sim-seed 913 --sim-port 10472 --ctrl-port 10473 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy lead_brake --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 180.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0036_dob_cbf_lead_brake_5g_nhits_geforce_clay_straight_v5_b0_r3/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
37,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_stalled_5g_nhits_geforce_clay_straight_v5_b0_seed913,none,0.0,stalled,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 913 --sim-seed 913 --sim-port 10474 --ctrl-port 10475 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy stalled --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 180.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0037_none_stalled_5g_nhits_geforce_clay_straight_v5_b0_r3/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0
38,study,acmd_single_operator_hil_demo_v2,op01,G923_Racing_Wheel_for_PlayStation_and_PC,4,3,b04_cut_in_5g_nhits_geforce_clay_straight_v5_b0_seed913,dob_cbf,0.0,cut_in,clay,straight,5.0,0,913,/home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3,/home/ksha/miniconda3/envs/scm-terrain/bin/python -u /home/ksha/Documents/sbel/offroad-control/simulation/runtime/launch_decoupled.py --terrain clay --path straight --speed 5.0 --time 25.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 913 --sim-seed 913 --sim-port 10476 --ctrl-port 10477 --transport ros --vis-mode sensor --manual-honor-time --sim-diag-csv /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/sim_diag.csv --nn-model rig_static_v5_cmd --simple-powertrain --cam-width 1280 --cam-height 800 --cam-fov 1.05 --cam-rate 30.0 --cam-fullscreen --delayed-pov --convoy cut_in --traffic-detail mesh --goal-distance 40.0 --mesh-resolution 0.12 --latency-phase-s 180.0 --latency-profile-json /home/ksha/Documents/sbel/offroad-control/latency_profiles/5g_nhits_geforce.json --latency-profile-log /home/ksha/Documents/sbel/offroad-control/benchmarking/results/human_delay_compensation_rounds_20260802_224342/raw/0038_dob_cbf_cut_in_5g_nhits_geforce_clay_straight_v5_b0_r3/latency_profile.csv --manual --rock-zone-x 10.0 98.0 --rock-zone-y -16.0 16.0 --rock-size 0.5 1.4 --rock-min-spacing 6.0 --rock-centerline-clear 3.0 --rock-spawn-clear 8.0 --safety-filter --safety-flavor dob_cbf --safety-buffer 0.25 --shield-horizon 12 --cbf-alpha 5.0 --cbf-forward-bias 3.0
